date,horizon,fold,model,actual_risk_off,probability,threshold,alert,forward_return,future_mae
2017-06-26,20,0,multiclass_probability_sum,1,0.46952738252319204,0.49,0,-0.0166816289185349,-0.0166816289185349
2017-03-28,20,0,multiclass_probability_sum,1,0.4761230941175628,0.49,0,-0.012901599229970945,-0.016372208376640208
2020-02-25,20,0,candidate_risk_off,1,0.3646982637525738,0.62,0,-0.32203974799631657,-0.32203974799631657
2020-02-27,20,0,candidate_risk_off,1,0.35490477600983605,0.62,0,-0.2578854176360755,-0.30961777764748144
2020-02-26,20,0,candidate_risk_off,1,0.42821182542060243,0.62,0,-0.26085307946127,-0.30686478188842115
2020-02-24,20,0,candidate_risk_off,1,0.371126636104641,0.62,0,-0.30392384099123926,-0.30392384099123926
2020-03-05,20,0,candidate_risk_off,1,0.38223842115580237,0.62,0,-0.24128520194357536,-0.30389151670957726
2020-03-06,20,0,candidate_risk_off,1,0.39390415964414244,0.62,0,-0.19058951112099445,-0.3017959843556858
2020-03-03,20,0,candidate_risk_off,1,0.3798570249259705,0.62,0,-0.29584078135592223,-0.3008644728268095
2020-03-04,20,0,candidate_risk_off,1,0.39198042665889216,0.62,0,-0.26808237062719614,-0.2994711985196914
2020-03-02,20,0,candidate_risk_off,1,0.3827200987690521,0.62,0,-0.28928514163463015,-0.29390122132744195
2020-02-28,20,0,candidate_risk_off,1,0.38396593571315113,0.62,0,-0.23697158879310576,-0.2913653039253633
2020-02-21,20,0,candidate_risk_off,1,0.43613698708660026,0.62,0,-0.27361704319779195,-0.27361704319779195
2020-02-20,20,0,candidate_risk_off,1,0.423582267212864,0.62,0,-0.2564211653722282,-0.2564211653722282
2020-03-10,20,0,candidate_risk_off,1,0.17825008993531166,0.62,0,-0.11299154811428287,-0.23937911531610864
2020-03-09,20,0,candidate_risk_off,1,0.2622931742617575,0.62,0,-0.11236827339020633,-0.2369762306997983
2020-02-17,20,0,candidate_risk_off,1,0.4634287133952155,0.62,0,-0.22308471504216587,-0.22308471504216587
2020-02-19,20,0,candidate_risk_off,1,0.4537511235024738,0.62,0,-0.21690203395133387,-0.21941971258999862
2020-02-18,20,0,candidate_risk_off,1,0.4821486602672169,0.62,0,-0.2185256483624878,-0.2185256483624878
2020-03-11,20,0,candidate_risk_off,1,0.22361048765579022,0.62,0,-0.064946977420964,-0.20765737860243288
2020-02-14,20,0,candidate_risk_off,1,0.4593505240034113,0.62,0,-0.20750562299895964,-0.20750562299895964
2020-02-13,20,0,candidate_risk_off,1,0.37863402365950494,0.62,0,-0.1985897656160261,-0.1985897656160261
2020-03-12,20,0,candidate_risk_off,1,0.38622884554233544,0.62,0,-0.014811787365578347,-0.15437386581903836
2021-01-15,20,0,candidate_risk_off,1,0.4877531403847907,0.62,0,-0.01748576882181387,-0.15381857398011975
2018-04-02,20,0,candidate_risk_off,1,0.6136038181923671,0.62,0,-0.1533765695976356,-0.1533765695976356
2021-01-12,20,0,candidate_risk_off,1,0.5471942072382697,0.62,0,-0.06707581771522907,-0.1522095092368541
2021-01-18,20,0,candidate_risk_off,1,0.504945250544536,0.62,0,-0.014280042235931732,-0.15192430065517565
2021-01-14,20,0,candidate_risk_off,1,0.4848027936532495,0.62,0,-0.011025694094087617,-0.14810811170380284
2021-01-13,20,0,candidate_risk_off,1,0.5390429026136416,0.62,0,-0.02585301748292398,-0.14697052705227343
2021-01-11,20,0,candidate_risk_off,1,0.5419415796517797,0.62,0,-0.08974878407969741,-0.14599201212354693
2020-02-12,20,0,candidate_risk_off,1,0.3140782488164505,0.62,0,-0.1447092124293791,-0.1447092124293791
2020-03-13,20,0,candidate_risk_off,1,0.20008658815656846,0.62,0,0.005250180628185085,-0.14461565170688745
2018-06-11,20,0,candidate_risk_off,1,0.5727492369015843,0.62,0,-0.12697803597469642,-0.14430536585550743
2018-06-08,20,0,candidate_risk_off,1,0.5299312366882564,0.62,0,-0.12436013664009588,-0.1442957413553799
2018-06-13,20,0,candidate_risk_off,1,0.48530632481705116,0.62,0,-0.14306277582845955,-0.14306277582845955
2018-06-07,20,0,candidate_risk_off,1,0.6013988575146678,0.62,0,-0.1420603499538463,-0.1420603499538463
2018-05-15,20,0,candidate_risk_off,1,0.5518065928739695,0.62,0,-0.05037689044903865,-0.14161507895946793
2018-05-14,20,0,candidate_risk_off,1,0.5080226949490814,0.62,0,-0.026554266791509823,-0.13552296862425645
2018-03-30,20,0,candidate_risk_off,1,0.5427400742237722,0.62,0,-0.13214326827756026,-0.13214326827756026
2021-01-08,20,0,candidate_risk_off,1,0.5678148101052019,0.62,0,-0.0355480643807609,-0.13136950706877412
2018-05-07,20,0,candidate_risk_off,1,0.5215308720350168,0.62,0,-0.04671279484366944,-0.1310894545710018
2021-01-22,20,0,candidate_risk_off,1,0.10846716748469944,0.62,0,0.0014473827599051786,-0.1305898868157041
2021-01-25,20,0,candidate_risk_off,1,0.09033640816345177,0.62,0,0.017107660602391814,-0.129964037504929
2018-05-08,20,0,candidate_risk_off,1,0.5223300979538475,0.62,0,-0.0362080461201468,-0.12938408696198758
2018-06-15,20,0,candidate_risk_off,1,0.5055127249356769,0.62,0,-0.11099361084210675,-0.12936473453850006
2018-06-14,20,0,candidate_risk_off,1,0.5248557574314527,0.62,0,-0.1226151637829668,-0.1285872634453721
2021-01-21,20,0,candidate_risk_off,1,0.1073187400886763,0.62,0,0.001047372221911758,-0.12838481425739015
2018-04-20,20,0,candidate_risk_off,1,0.5300933569192974,0.62,0,-0.12432529403436259,-0.12739388392990034
2018-06-12,20,0,candidate_risk_off,1,0.532457885004993,0.62,0,-0.11362811490370138,-0.1265748525331901
2020-03-16,20,0,candidate_risk_off,1,0.19181789610988434,0.62,0,0.025805414060385345,-0.12617364629826378
2018-05-09,20,0,candidate_risk_off,1,0.5160495105655565,0.62,0,-0.02148810606804465,-0.12609706489427452
2020-03-18,20,0,candidate_risk_off,1,0.19575637305652302,0.62,0,0.043242623943414084,-0.12590618079971838
2018-05-16,20,0,candidate_risk_off,1,0.5421544487087157,0.62,0,-0.02310727946458271,-0.12387125309349405
2020-03-17,20,0,candidate_risk_off,1,0.22683915734413926,0.62,0,0.04129280002997624,-0.12338850216105357
2021-01-07,20,0,candidate_risk_off,1,0.5606514191365713,0.62,0,-0.03905851133062791,-0.12173162472226316
2018-06-05,20,0,candidate_risk_off,1,0.5707927154577086,0.62,0,-0.1211902356915485,-0.1211902356915485
2018-04-27,20,0,candidate_risk_off,1,0.5762018754908702,0.62,0,-0.09803893899757857,-0.11972849318728397
