date,horizon,fold,evaluation_scope,actual_class,predicted_class,raw_prob_bull,prob_bull,raw_prob_sideway,prob_sideway,raw_prob_bear,prob_bear,raw_prob_stress,prob_stress,raw_baseline_risk_off_probability,baseline_risk_off_probability,raw_candidate_risk_off_probability,candidate_risk_off_probability,baseline_risk_off_threshold,candidate_risk_off_threshold,baseline_risk_off_alert,candidate_risk_off_alert,baseline_temperature,candidate_temperature,actual_risk_off,forward_return,future_mae
2021-04-23,20,-1,post_selection_legacy_audit,Bull,Bull,0.3894143415231145,0.3048154926182917,0.2555092886637462,0.2557318672589833,0.17395088016202587,0.21787621586736056,0.18112548965111352,0.22157642425536445,0.3550763698131394,0.439452640122725,0.5389306607951996,0.5130002756548308,0.46,0.37,0,1,2.4,3.0,0,0.04697572054400895,-0.026589238366593073
2021-04-26,20,-1,post_selection_legacy_audit,Bull,Sideway,0.2453402164805245,0.24954149960146824,0.3415597761573656,0.2864289674037341,0.18680648444396547,0.22275071940024854,0.22629352291814442,0.24127881359454922,0.4131000073621099,0.46402953299479777,0.46098842409614316,0.48697260617123167,0.46,0.37,1,1,2.4,3.0,0,0.07975098546314956,0.0032682987967980587
2021-04-27,20,-1,post_selection_legacy_audit,Bull,Sideway,0.2967025540872326,0.2710799947843773,0.3346155342281682,0.2850084969250326,0.16307345136581008,0.21124671272077172,0.20560846031878913,0.23266479556981842,0.3686819116845992,0.4439115082905901,0.4584705748003045,0.4861284528092835,0.46,0.37,0,1,2.4,3.0,0,0.0664607348084209,0.008002329071202794
2021-04-28,20,-1,post_selection_legacy_audit,Bull,Sideway,0.30836032526279916,0.27631199915501975,0.3447525775276348,0.28945885477848116,0.19167289789646563,0.2266517104382642,0.15521419931310038,0.20757743562823497,0.346887097209566,0.4342291460664992,0.46722216671218014,0.489060109741432,0.46,0.37,0,1,2.4,3.0,0,0.07133191195501053,0.007971074308104606
2021-04-29,20,-1,post_selection_legacy_audit,Bull,Sideway,0.31724479658111665,0.27991494166779113,0.33167727808210157,0.28515210828235427,0.2136902956547437,0.23742258905218866,0.13738762968203808,0.19751036099766583,0.3510779253367818,0.4349329500498545,0.5656666594699113,0.5220018374890529,0.46,0.37,0,1,2.4,3.0,0,0.06909237785476872,0.0019506696496567188
2021-05-04,20,-1,post_selection_legacy_audit,Bull,Bull,0.33725035604377857,0.28863088696840794,0.3279470971627493,0.2852862737691557,0.2185914060858878,0.24092197523789682,0.11621114070758436,0.18516086402453955,0.33480254679347216,0.4260828392624364,0.5663659135903161,0.5222385933052642,0.46,0.37,0,1,2.4,3.0,0,0.07412752252957851,-0.0003140084002919927
2021-05-05,20,-1,post_selection_legacy_audit,Bull,Bull,0.43668430738449154,0.3221823387476644,0.2272503380268421,0.24541934533592913,0.1830921010388378,0.22429051388651455,0.15297325354982866,0.208107802029892,0.3360653545886665,0.43239831591640654,0.5282424865234326,0.5094230776502614,0.46,0.37,0,1,2.4,3.0,0,0.06497716802342302,-0.011704373400452833
2021-05-06,20,-1,post_selection_legacy_audit,Bull,Bull,0.35153516752735947,0.2906632481431987,0.2708122428364318,0.26072434634620556,0.19652871596703558,0.2281203198185835,0.18112387366917312,0.22049208569201226,0.37765258963620874,0.4486124055105958,0.5282424865234326,0.5094230776502614,0.46,0.37,0,1,2.4,3.0,0,0.0870273695690733,-0.007029454635031611
2021-05-07,20,-1,post_selection_legacy_audit,Bull,Bull,0.325553795749422,0.28152018849290045,0.2992343963442421,0.27180338251141456,0.16448745685242888,0.21182248275790772,0.21072435105390713,0.23485394623777736,0.375211807906336,0.44667642899568505,0.5282424865234326,0.5094230776502614,0.46,0.37,0,1,2.4,3.0,0,0.10119259049717258,0.008715263483296772
2021-05-10,20,-1,post_selection_legacy_audit,Bull,Bull,0.4100366893091677,0.3135419242558531,0.2742696869898996,0.2651715382307337,0.15913047099020886,0.21135703854004564,0.15656315271072377,0.20992949897336763,0.3156936237009326,0.4212865375134133,0.44249191787533654,0.48075494550560505,0.46,0.37,0,1,2.4,3.0,0,0.07580890626422833,-0.005493075836078526
2021-05-11,20,-1,post_selection_legacy_audit,Bull,Bull,0.33333038511220714,0.2835415246014193,0.2592373149513854,0.2553442551111707,0.1797557324929023,0.21921483400870292,0.22767656744350506,0.24189938627870708,0.4074322999364074,0.46111422028741,0.45891407244133126,0.4862771879598277,0.46,0.37,1,1,2.4,3.0,0,0.04957690870223289,-0.002678658446585331
2021-05-12,20,-1,post_selection_legacy_audit,Bull,Bull,0.37739470054691215,0.30008722571540897,0.24707977632179057,0.25153480825736796,0.1734917993303991,0.21707783886519283,0.2020337238008983,0.23130012716203024,0.3755255231312974,0.4483779660272231,0.46680409227309505,0.48892021024035226,0.46,0.37,0,1,2.4,3.0,0,0.04905691142461452,-0.013014851977150698
2021-05-13,20,-1,post_selection_legacy_audit,Bull,Bull,0.30224695881850366,0.27229673568793233,0.23037185669746035,0.2431665797046858,0.16884483494072383,0.21363785150474407,0.29853634954331226,0.2708988331026378,0.4673811844840361,0.48453668460738186,0.4700201586707659,0.48999605306497385,0.46,0.37,1,1,2.4,3.0,0,0.04765034648857242,-0.007404583931287109
2021-05-14,20,-1,post_selection_legacy_audit,Bull,Sideway,0.29823448033914546,0.27202120129439616,0.3021094215838269,0.27348830591346646,0.13583959917782604,0.19601891392416418,0.2638164988992016,0.25847157886797323,0.3996560980770276,0.4544904927921374,0.48682548149231153,0.495607590104782,0.46,0.37,0,1,2.4,3.0,0,0.06524600794610749,-0.010861387262791622
