horizon,outer_fold,model_kind,feature_group,objective,recall,precision,pr_auc,brier,ece,expected_cost,admissible,constraint_failures,inner_folds
20,2,ebm,base,0.46014233894674483,0.8722002635046113,0.3034002000117654,0.39838094730665286,0.49137439692721574,0.5529068286296535,0.020009611432723076,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
20,2,logistic,base_plus_downside_price,0.4665369200447226,0.8567193675889329,0.36718020541549956,0.35490979704697434,0.5139213434909302,0.559071346101722,0.020805343083983463,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
20,2,hist_gradient_boosting,base_plus_downside_price,0.4834333429504559,0.9393939393939394,0.26920677361853834,0.3182001712961913,0.5007562128045563,0.5525074026771417,0.0216303812874283,False,brier_tolerance_exceeded;precision_below_minimum,2
20,2,ebm,base_plus_downside_price,0.4412379481947303,0.9339591567852437,0.30196710147205197,0.4121376617090524,0.4867077944444925,0.5506235618103337,0.01881771872907323,False,brier_tolerance_exceeded;precision_below_minimum,2
20,2,logistic,base_plus_downside_all,0.4661714311163486,0.8209815546772068,0.3668663101604278,0.367829171282147,0.497846651781237,0.5484078270400798,0.020567284639127874,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
20,2,hist_gradient_boosting,base_plus_downside_all,0.4710841012634154,0.9696969696969697,0.27716240257539815,0.3123118873441118,0.4872158846920849,0.5299069095935858,0.0207142404061637,False,brier_tolerance_exceeded;precision_below_minimum,2
20,2,ebm,base_plus_downside_all,0.43912761867450234,0.9079380764163373,0.3265251196172249,0.40542956325008167,0.48443896593381064,0.5480055531561483,0.018324113804122556,False,brier_tolerance_exceeded;precision_below_minimum,2
40,0,logistic,base,0.49017746999282413,0.9858903020667726,0.4536690515501743,0.4795779999021117,0.3826527724286807,0.3608311782472,0.03862286589705582,False,brier_tolerance_exceeded;recall_below_baseline,2
40,0,hist_gradient_boosting,base,0.48902665780944,1.0,0.45,0.4414636079978303,0.3199680130525448,0.2809891966059036,0.03908650379908279,False,brier_tolerance_exceeded,2
40,0,ebm,base,0.4868736803255686,0.9852941176470589,0.45565476190476195,0.48446885885179597,0.38183012611923717,0.39583611880994096,0.03781470683000173,False,brier_tolerance_exceeded,2
40,0,logistic,base_plus_downside_price,0.447182499223705,0.9932432432432432,0.46689538231002803,0.46047677105399176,0.31365388242001624,0.2562039070709481,0.031646898842098294,False,brier_tolerance_exceeded;recall_below_baseline,2
40,0,hist_gradient_boosting,base_plus_downside_price,0.4600611277503705,0.9852941176470589,0.49269087523277466,0.44267167126029777,0.3095041949105879,0.27536210568533004,0.03560613158811047,False,brier_tolerance_exceeded,2
40,0,ebm,base_plus_downside_price,0.4562679133265253,0.9779411764705883,0.476727115716753,0.5116582102086504,0.36654275384402335,0.3760239963946845,0.033873242219764794,False,brier_tolerance_exceeded;recall_below_baseline,2
40,0,logistic,base_plus_downside_all,0.4607384108880155,0.9966216216216216,0.4694361426579,0.41825098946217276,0.3325268650762968,0.2915297814371431,0.03237716644045037,False,brier_tolerance_exceeded;recall_below_baseline,2
40,0,hist_gradient_boosting,base_plus_downside_all,0.45543773227494333,0.9926470588235294,0.4837260034904014,0.49972712593054547,0.3038250726077378,0.2774685204232351,0.03707884354499175,False,brier_tolerance_exceeded,2
40,0,ebm,base_plus_downside_all,0.4503867568205267,0.9485294117647058,0.5051075268817204,0.5052600504889884,0.36841907212039754,0.3862617615321685,0.03254086002459462,False,brier_tolerance_exceeded;recall_below_baseline,2
40,1,logistic,base,0.5037021041054217,1.0,0.28164119359534207,0.2781835311975517,0.4382332296963354,0.4617550329706749,0.03152078717461643,False,brier_tolerance_exceeded;precision_below_minimum,2
40,1,hist_gradient_boosting,base,0.439225948263128,0.7954545454545454,0.34483870967741936,0.3116408816449546,0.3272339608893009,0.36504868732409684,0.018343490719345282,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
40,1,ebm,base,0.43512922316600383,0.8362794612794613,0.3205007191657677,0.39817511133236916,0.3626039188942457,0.41346363044637013,0.021229479654805827,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
40,1,logistic,base_plus_downside_price,0.542152094993914,0.5589225589225589,0.2807411846968335,0.29432014605270895,0.3496481041014201,0.3892262245588054,0.028796835613119624,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
40,1,hist_gradient_boosting,base_plus_downside_price,0.4524317512992102,1.0,0.2861111111111111,0.24846599363610292,0.348409341543067,0.3488191823652733,0.023273317737200736,False,brier_tolerance_exceeded;precision_below_minimum,2
40,1,ebm,base_plus_downside_price,0.40560136734386865,0.9499158249158248,0.3123194483272761,0.4279285712524653,0.34269210617474,0.3792312916082306,0.020842831534812947,False,brier_tolerance_exceeded;precision_below_minimum,2
40,1,logistic,base_plus_downside_all,0.5376886549966939,0.5134680134680135,0.26734480959833073,0.309968994702138,0.3321978585752478,0.3841933082248321,0.02715378663944907,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
40,1,hist_gradient_boosting,base_plus_downside_all,0.45479647860051625,1.0,0.28320105820105823,0.25878179667459195,0.3487058733171534,0.38053221361632567,0.02346040848358983,False,brier_tolerance_exceeded;precision_below_minimum,2
40,1,ebm,base_plus_downside_all,0.4415891600280186,0.7453703703703703,0.3187461773700306,0.43874660552645156,0.34714508611146405,0.38891097851014206,0.021071352216564726,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
40,2,logistic,base,0.561355623987777,0.7352941176470589,0.2696585213032582,0.24805701007301068,0.4893292179377632,0.5350336881086502,0.02594048258818852,False,brier_tolerance_exceeded;precision_below_minimum,2
40,2,hist_gradient_boosting,base,0.510079639961432,0.8823529411764706,0.2838044308632544,0.33708329592186914,0.47607011834685287,0.5192205484649104,0.02659625809340585,False,brier_tolerance_exceeded;precision_below_minimum,2
40,2,ebm,base,0.6043766595256546,0.6176470588235294,0.25439814814814815,0.24113100101050197,0.4862857365371375,0.5282552543716408,0.028820994429834955,False,brier_tolerance_exceeded;precision_below_minimum,2
40,2,logistic,base_plus_downside_price,0.5455137795197473,0.8769820971867007,0.2754752431476569,0.24362109050066272,0.5053300208977203,0.5547656135567373,0.029014140273484975,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
40,2,hist_gradient_boosting,base_plus_downside_price,0.5159264637570382,0.8529411764705883,0.28720238095238093,0.2815723125071053,0.4761666224572566,0.5424469157688153,0.02446489029819084,False,brier_tolerance_exceeded;precision_below_minimum,2
40,2,ebm,base_plus_downside_price,0.5928864219109443,0.6176470588235294,0.2568247126436782,0.2493258806787873,0.4852409944696701,0.5333167612351417,0.027386051146989266,False,brier_tolerance_exceeded;precision_below_minimum,2
40,2,logistic,base_plus_downside_all,0.5392068187054067,0.9107416879795396,0.27640251379521763,0.2524723405239716,0.49801173221518963,0.5401528834531893,0.02973896141072421,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
40,2,hist_gradient_boosting,base_plus_downside_all,0.5293945170198902,0.8529411764705883,0.28306159420289856,0.2429024004312787,0.4719528971385244,0.5198928652685989,0.025613031034423216,False,brier_tolerance_exceeded;precision_below_minimum,2
40,2,ebm,base_plus_downside_all,0.5607619259002654,0.7058823529411764,0.2689950980392157,0.26038995881731763,0.47378673054580217,0.5181585926134202,0.025898670639467193,False,brier_tolerance_exceeded;precision_below_minimum,2
60,0,logistic,base,0.41466649568183095,0.9946808510638299,0.5015855457227139,0.5945118610065339,0.326817604078815,0.26315649516719,0.030129850099135776,False,brier_tolerance_exceeded,2
60,0,hist_gradient_boosting,base,0.3560863114026933,1.0,0.544510582010582,0.7108244982939813,0.28602743951562193,0.2767534053125978,0.025736100097030826,False,brier_tolerance_exceeded,2
60,0,ebm,base,0.4092799641660958,0.9946808510638299,0.5025,0.6296586171095954,0.3393544933966986,0.31798475979034313,0.02962739592297472,False,brier_tolerance_exceeded,2
60,0,logistic,base_plus_downside_price,0.4013021707014174,0.9876385975427031,0.5086614020826075,0.5959129735880662,0.29008367170665383,0.2246722134660645,0.02863056799586414,False,brier_tolerance_exceeded;recall_below_baseline,2
60,0,hist_gradient_boosting,base_plus_downside_price,0.37729552330514904,0.9840425531914894,0.5543560606060607,0.6242375734697365,0.2981458791903825,0.2823674561250845,0.026194744162437153,False,brier_tolerance_exceeded,2
60,0,ebm,base_plus_downside_price,0.3745148710823634,0.9787234042553192,0.54445211786372,0.6589433279805476,0.3334102524977116,0.3205341645039278,0.025030030206214915,False,brier_tolerance_exceeded;recall_below_baseline,2
60,0,logistic,base_plus_downside_all,0.40700466246494116,0.9752022774947557,0.5113252333440619,0.5753491507321868,0.2841791740665577,0.22175922051615782,0.028906518691915635,False,brier_tolerance_exceeded;recall_below_baseline,2
60,0,hist_gradient_boosting,base_plus_downside_all,0.3797339627127865,1.0,0.551268115942029,0.6144046642962319,0.3020450268349735,0.29083856286949883,0.02667859926400242,False,brier_tolerance_exceeded,2
60,0,ebm,base_plus_downside_all,0.37625941865557483,0.9840425531914894,0.5403187998124707,0.6594067754109756,0.32441201419103627,0.3146010491197757,0.025904244172249933,False,brier_tolerance_exceeded,2
60,1,logistic,base,0.644191146130947,0.631578947368421,0.23682837767344808,0.2632427733885166,0.44800527278133706,0.4935257538145502,0.046634737661979925,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
60,1,hist_gradient_boosting,base,0.4143894295945608,1.0,0.30954366282595513,0.3102694761314484,0.4050586242491501,0.46209538583039966,0.01837944564376069,False,brier_tolerance_exceeded;precision_below_minimum,2
60,1,ebm,base,0.4893901232840341,0.678834182229768,0.3069832402234637,0.3805991287331016,0.3846653758628494,0.45587495186884,0.02540559955275931,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
60,1,logistic,base_plus_downside_price,0.5727465590233976,0.5789473684210527,0.2441886707289551,0.2917231002506494,0.33787616520036795,0.374074755013142,0.03528384276384094,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
60,1,hist_gradient_boosting,base_plus_downside_price,0.5337262398385881,1.0,0.2578940027894003,0.2388210530841397,0.45487535671353263,0.4860096202583957,0.03847849499457775,False,brier_tolerance_exceeded;precision_below_minimum,2
60,1,ebm,base_plus_downside_price,0.5078670515280792,0.8522920203735145,0.30104203811561475,0.33710634420850194,0.4245925627209719,0.4801882237209906,0.033599234172446465,False,brier_tolerance_exceeded;precision_below_minimum,2
60,1,logistic,base_plus_downside_all,0.5114712786630506,0.8157894736842105,0.2723381801125704,0.3021194736969503,0.3214179108291475,0.3510773509354542,0.03335688349146918,False,brier_tolerance_exceeded;precision_below_minimum,2
60,1,hist_gradient_boosting,base_plus_downside_all,0.5480574283894801,1.0,0.25507022359619436,0.23216582722152618,0.4651689092782729,0.48552294171909816,0.04108134790498286,False,brier_tolerance_exceeded;precision_below_minimum,2
60,1,ebm,base_plus_downside_all,0.5414074324487171,0.7679683078664403,0.28245511319281813,0.3188447509064679,0.426191916740302,0.46607535218972734,0.035399152509496754,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
60,2,logistic,base,0.5466892659921305,1.0,0.23774989447833927,0.20018032776006367,0.4793889399616879,0.5091982258055076,0.03375066938915057,False,brier_tolerance_exceeded;precision_below_minimum,2
60,2,hist_gradient_boosting,base,0.5847129637070226,0.6,0.22159955721599556,0.3036387434991664,0.42534086978691465,0.4899770585102672,0.03237714223096845,False,brier_tolerance_exceeded;precision_below_minimum,2
60,2,ebm,base,0.5441777330727768,0.98,0.23603870458135862,0.22186450864894258,0.46655556699769285,0.5076455990239823,0.033541876444473435,False,brier_tolerance_exceeded;precision_below_minimum,2
60,2,logistic,base_plus_downside_price,0.5795222903824009,0.8851162790697674,0.23201864732869618,0.1953141327662552,0.48173185957267134,0.5003310973852665,0.036890201392930345,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
60,2,hist_gradient_boosting,base_plus_downside_price,0.5725511304283057,0.76,0.23158602150537635,0.23419810615843528,0.46233206009923683,0.5387462012069235,0.031637340455167695,False,brier_tolerance_exceeded;precision_below_minimum,2
60,2,ebm,base_plus_downside_price,0.6094561986012854,0.7,0.21593137254901962,0.20321112469939778,0.47863349464625177,0.530165361029079,0.03439189004075264,False,brier_tolerance_exceeded;precision_below_minimum,2
60,2,logistic,base_plus_downside_all,0.5711315698981774,0.8709302325581396,0.23480992937266307,0.19892765347405156,0.46260686566019826,0.47465841954059346,0.035454917127681486,False,brier_tolerance_exceeded;precision_below_minimum;recall_below_baseline,2
60,2,hist_gradient_boosting,base_plus_downside_all,0.5649311246429889,0.78,0.23607723577235773,0.2189893807423409,0.4522618469773845,0.5373782418864423,0.030607036627353534,False,brier_tolerance_exceeded;precision_below_minimum,2
60,2,ebm,base_plus_downside_all,0.6204963010984128,0.62,0.20595238095238094,0.20785952592244114,0.4595730960452316,0.4939916183693287,0.034475808172133394,False,brier_tolerance_exceeded;precision_below_minimum,2
